@relation C__Users_Haomeng_Desktop_Creativity_of_emoticon_recognition_emoticons

@attribute text string
@attribute @@class@@ {negative,positive,undefined}

@data
'RT @BernieVerse: #Bernie Proposes eliminating tax breaks for fossil-fuel companies\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/Kq2…',undefined
'@BernieSanders @HillaryClinton @realDonaldTrump @DNCE @BenCarson2016 #BernieSanders #Hillary2016 #DonaldTrump https://t.co/cOH9u3Msw2',undefined
'Why Hillary Was Right to Intervene in Libya https://t.co/IypukuxkkM #UnitedBlue #MorningJoe #Hillary2016',undefined
'@POTUS @realmikefox @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'@POTUS @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @David_j_Mullin: #Trump Just Trolled #BillClinton In The Best Possible Way In Only 14 Seconds\n\nhttps://t.co/n2Fhekr2il\n#Election2016 #Hi…',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/4j6CrzSDse',undefined
'@POTUS @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/7JRVCHYrDX',undefined
'Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.co/RkanOpXQIc',undefined
'RT @NgullenR: #UniteBlue #USLatino #TNTVote #HillaryClinton Praises Joe Biden After He Decides Against Run. https://t.co/X7iliY2vpO',undefined
'@katyperry @HillaryClinton @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @llendonmar46: #Benghazi Committee On Defense As It Readies For #HillaryClinton  To Testify. https://t.co/PXObDJReUX #p2 #USLatino #Unit…',undefined
'@FoxNews @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @Ian56789: Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.…',undefined
'RT @PrgrsvArchitect: \"#BernieSanders Defeats #DonaldTrump By a Wider Margin Than #HillaryClinton in a General Election\" https://t.co/57Sw83…',undefined
'@FoxNews @greggutfeld @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'@FoxNews @realDonaldTrump @kimguilfoyle @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/dFs2oqQlOh',undefined
'@TGowdySC UR touted an expert prosecutor. #HillaryClinton questions should be direct &amp; revealing. DONT fail the 4 who died. @WashingtonDCTea',undefined
'RT @Ian56789: Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.…',undefined
'@foxnewspolitics @ChrisChristie @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @FreddyRoo2: .@HillaryClinton @FreddyRoo2 has wht it takes 2 lead &amp; #ImWithHer Watch the video on her time as Secretary of State\nhttps:/…',undefined
'RT @jimmacpam: Hillary Clinton: Republicans don’t govern based on facts because they are ‘impervious to evidence’ http://t.co/n9azkBTTgP: #…',undefined
'RT @BernieVerse: #Bernie Wants to transform our country socially \n #Election2016 #Bernie2016 #Hillary2016 https://t.co/abAuvtdYL1',undefined
'RT @Mirage_Intl: #UnapologeticTruth #BernieSanders #HillaryClinton #Obama http://t.co/RCwxndkHOC',undefined
'RT @Ian56789: Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.…',undefined
'Hillary Clinton: Smart leadership for the 21st Century | Hillary Clinton https://t.co/duXd5mymET via @YouTube\n#ImWithHer',undefined
'Twitter Rolling Out New Feature to Let Users Create Customized Polls #UnitedBlue #MorningJoe #Hillary2016 https://t.co/CSpUK9jRet',undefined
'RT @Ian56789: Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.…',undefined
'RT @Ian56789: Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.…',undefined
'#JoeBiden will not run for #presidentialrace2016 https://t.co/3SR1AEFfNd @AltuPhaltu #pampam #radiodehotties #Democrats #HillaryClinton',undefined
'@KimKardashian @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'Wow, great article. Thank you @Newsweek and @kurteichenwald. Hang in there #Hillary2016 https://t.co/JzxMt5fYuO',undefined
'RT @InaMaziarcz: #ImWithHer because I like all the Candidates in the race this time, but theres One who I think can Get It Done. And thats …',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/QrbZEMwEh4',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/KV8hz484za',undefined
'RT @Ian56789: Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.…',undefined
'@kanyewest @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'@srjones66 @rodeodance #JoeBiden can also be a #VicePresident for #HillaryClinton Could be a smart move',undefined
'RT @jimmacpam: Hillary Clinton: Republicans don’t govern based on facts because they are ‘impervious to evidence’ http://t.co/n9azkBTTgP: #…',undefined
'RT @kimfrederi: #ImWithHer #Hillary2016 #DemDebate  I stand with Hillary bc she stands with me.  #itrusthillary http://t.co/hzokNmL0Tg',undefined
'@JColeNC @JanetJackson @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @Larp68: #HillaryClinton should have been impeached in 2012. Obama and @SpeakerBoehner made deal instead. #WashingtonCartel  https://t.c…',undefined
'RT @InaMaziarcz: #ImWithHer because I like all the Candidates in the race this time, but theres One who I think can Get It Done. And thats …',undefined
'@JanetJackson @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @bannerite: Forward with Hillary #ImWithHer #DemDebate #CNNDebate http://t.co/Bl5Edw6icX',undefined
'#Socialism and Viva Fidel – US, Havana Renew Ties https://t.co/TVNQbWAGkE viva #HillaryClinton #NancyPelosi #Obama #Cuba',undefined
'@HillaryClinton all the way #Hillary2016 🇺🇸 https://t.co/2JEbqaO7bI',undefined
'@amNewYork @VP @mashablegif @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'#MyGovHillary #HillaryClinton to want Strong Families #USA in #Colorado Thornton - https://t.co/t42aYwQu9a https://t.co/o4R54Z79lC',undefined
'@amNewYork @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'open-ended questions will just give her a chance to filibuster\n#Hillary2016 #NeverForgetBengazi\n#TheFive',undefined
'RT @NgullenR: #UniteBlue #USLatino #TNTVote #HillaryClinton Praises Joe Biden After He Decides Against Run. https://t.co/X7iliY2vpO',undefined
'WATCH #WJZ at 6 #JoeBiden makes his decision Good news for #Hillary2016 on eve of #Benghazi hearings. Hear from Md Congressman on committee.',undefined
'@NY1 @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @DeniseWJZ: WATCH #WJZ at 6 #JoeBiden makes his decision Good news for #Hillary2016 on eve of #Benghazi hearings. Hear from Md Congressm…',undefined
'RT @Lee_in_Iowa: #Benghazi Thinking, we need investigation into GOP House refusing Embassy security $$$. #ImWithHer https://t.co/QFEAlZMp7W',undefined
'RT @llendonmar46: #Benghazi Committee On Defense As It Readies For #HillaryClinton  To Testify. https://t.co/PXObDJReUX #p2 #USLatino #Unit…',undefined
'RT @bannerite: Forward with Hillary #ImWithHer #DemDebate #CNNDebate http://t.co/Bl5Edw6icX',undefined
'mom of #SeanSmith killed in #Benghazi says she is angry #hillaryclinton lied about contacting her following his funeral #WashingtonDC 2012',undefined
'@HillaryClinton #Hillary2016',undefined
'RT @bennydiego: Wasteful Witchhunt.\n\n#BenghaziCommittee #Benghazi #HillaryClinton #tcot #p2 https://t.co/81SfQ119ft',undefined
'#strongcitiesnetwork #guncontrol #Hillary2016 #Bernie2016 https://t.co/L7xPBCORh6',undefined
'RT @jimmacpam: Hillary Clinton: Republicans don’t govern based on facts because they are ‘impervious to evidence’ http://t.co/n9azkBTTgP: #…',undefined
'RT @BernieVerse: #Bernie Proposes eliminating tax breaks for fossil-fuel companies\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/Kq2…',undefined
'RT @ElizabethBanks: Met the next president of the United States @HillaryClinton #Hillary2016 https://t.co/wdPimgSSYX http://t.co/xRsg4hadvN',undefined
'RT @CathyBrown19: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.…',undefined
'LIAR @lormaak\n\n#Benghazi STOP #Hillary2016&lt;~Not fit to run a #PotFarm in CO, let alone the free world... @sirtatters https://t.co/9pykeKAg6K',undefined
'RT @NgullenR: #UniteBlue #USLatino #TNTVote #HillaryClinton Praises Joe Biden After He Decides Against Run. https://t.co/X7iliY2vpO',undefined
'#gunsense #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  https://t.co/W395LBEdCV #ccot #pjnet #tcot',undefined
'#gunsense damnit_obama: #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  https://t.co/W395LBEdCV #cco…',undefined
'RT @Ian56789: Hillary #Syria Fact Check: \"Safe Zones\" Equals \"Ground Troops\" https://t.co/G6cCTeX4yv #p2 #UniteBlue #Hillary2016 https://t.…',undefined
'#politics #greenparty #votegreen #republican #conservative #capitalism #hillaryclinton https://t.co/FMb7JlekLQ',undefined
'RT BernieVerse: #Bernie Wants to transform our country socially \n #Election2016 #Bernie2016 #Hillary2016 https://t.co/gdD0VtuRBO',undefined
'Mother of #seansmith killed #benghazi says #HillaryClinton told her she does not need know what happened 2 him because she is not family',undefined
'@MSNBC @VP @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @CathyBrown19: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.…',undefined
'RT @CathyBrown19: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.…',undefined
'@NBCNews @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'damnit_obama: #gunsense #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  https://t.co/enabYNjW2F #cco…',undefined
'#BENGHAZI \nNow here is an important issue. #Hillary2016 ROE changed everything‼�? Ask @clintlorance &amp; @AnnaLorance1  https://t.co/UOpn9Z9qZZ',undefined
'Hillary’s Libya Post-War Plan Was ‘Play It by Ear,’ Gates Says - https://t.co/FO4HWJd47C #HillaryClinton  Want a Prez who \"plays it by ear\"?',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @Soulm81: Likely voters Hillary vs Trump\n#Hillary2016 \n#Trump2016 https://t.co/JNhZKIpChb',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'#Bernie Supports a path to citizenship\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/urYCZVgvd9',undefined
'RT @sirtatters: #BENGHAZI \nNow here is an important issue. #Hillary2016 ROE changed everything‼�? Ask @clintlorance &amp; @AnnaLorance1  https:/…',undefined
'mother of #seansmith killed #benghazi said #hillaryclinton  refused give family info about his funeral in #WashingtonDC  \"not family\"',undefined
'https://t.co/RdqfMBBdrx #ImWithHer #standwithHillary',undefined
'How many innocent lives must be ended before we do something, #HillaryClinton Does Planned Parenthood count? https://t.co/YlMJc7DHWx',undefined
'LIAR @lormaak Big words My bad\n\nSTOP #Hillary2016 Unfit 4 High Office, charge w/#HighCrimesMisdemeanors\n@sirtatters https://t.co/rt1J7mmtYa',undefined
'RT @CareyOrcutt: https://t.co/RdqfMBBdrx #ImWithHer #standwithHillary',undefined
'#Warren2016 on #Hillary2016 on .@BillMoyersHQ #wednesdaywisdom   https://t.co/UK56HB6MkJ',undefined
'@Lexus @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'@XXL @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @StricklyBiniz: @HillaryClinton @VP @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'RT @bennydiego: Wasteful Witchhunt.\n\n#BenghaziCommittee #Benghazi #HillaryClinton #tcot #p2 https://t.co/81SfQ119ft',undefined
'RT @mterry337: #BenghaziHearing in a nutshell..#GOP taking a national tragedy as usual &amp; unabashedly exploiting it to politically smear #Hi…',undefined
'RT @bennydiego: Benghazi committee screws up again https://t.co/YEg8KkliWl via @motherjones #BenghaziCommittee #HillaryClinton https://t.co…',undefined
'@cnnbrk @wikileaks @CIA \n\n#HillaryClinton emails were safe though...',undefined
'#HillaryClinton has gender, race, immigration, gun issues, for which there are NO Republican arguments.We must choose wisely GOP #TCOT #CCOT',undefined
'@DJNastyNBM @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'#QuestionsNotToAskHillary #Benghazi: #HillaryClinton how advice to #MrsC not plead 5th? #Gowdy due probe... https://t.co/V8i4HT7VtO',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/G4TQV3JAIi',undefined
'@cnnbrk @wikileaks @CIA @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'@Power1051 @DJPROSTYLE @Wale @breakfastclubam @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'Should totally get this for my house. #UniteBlue #FeelTheBern #TrumpIsEvil #Hillary2016 https://t.co/8qvNlPXkM3',undefined
'RT @Freedom4USNow: How many innocent lives must be ended before we do something, #HillaryClinton Does Planned Parenthood count? https://t.c…',undefined
'#QuestionsNotToAskHillary #Benghazi: #HillaryClinton how advice to #MrsC: Plead 5th? #Gowdy due ?s @ incompetence as if NEGLIGENT HOMICIDE?',undefined
'RT @Jonathanky74: Dems+release+Benghazi+transcript+on+eve+of+Clinton’s+testimony https://t.co/VSFSaACbbt #uniteblue #gop #Hillary2016',undefined
'@tydollasign @wizkhalifa @SkizzyMars @HOT97 @funkflex @HOT97 @funkflex @HillaryClinton Song #Hillary2016 https://t.co/veh7vWfaSd',undefined
'#ImWithHillary #Hillary2016  Fighting for equitable healthcare https://t.co/4TlSHHCtOB',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/jTBfgBsT51',undefined
'RT @JohnFict: so much for the #NFL and their pink #BreastCancerAwareness weeks... @benshapiro #obama #obamacare @POTUS #tcot #Cancer #Hilla…',undefined
'RT @PrgrsvArchitect: \"#BernieSanders Defeats #DonaldTrump By a Wider Margin Than #HillaryClinton in a General Election\" https://t.co/57Sw83…',undefined
'The 1300+ emails of #USA ambassador Stevens prior to his murder in #Benghazi came out just as #HillaryClinton trial is set for October 22',undefined
'Now that #JoeBiden is out, we re-assess the state of the Democratic field. #HillaryClinton #BernieSanders https://t.co/F61FJ9OYtp #2016',undefined
'RT @Kadapa_RameshR: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://…',undefined
'Amen\n#ImWithHer\n#UniteBlue\n#Hillary2016  https://t.co/7kfwOjKpAh',undefined
'RT @2Old4Muhammad: What did #HillaryClinton have on #Biden to prevent him from running? The things that make you go \"hmmmmm\"...',undefined
'Luz verde para Hillary: Joe Biden ... - https://t.co/AIbC3Kmdq5 - #Eeuu #Elecciones #HillaryClinton #Mundo - https://t.co/juJkQC0Eyj',undefined
'RT @BlueNationRev: Now that #JoeBiden is out, we re-assess the state of the Democratic field. #HillaryClinton #BernieSanders https://t.co/F…',undefined
'@thehill @robin182zz #Hillary2016',undefined
'https://t.co/0uwHHwgFin #ImWithHer #stopthegop #treygowdylies #payusback',undefined
'#gunsense #gunsense #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  https://t.co/W395LBEdCV #ccot #p…',undefined
'#gunsense #gunsense damnit_obama: #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  …',undefined
'#gunsense damnit_obama: #gunsense #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  …',undefined
'RT @BlueNationRev: Now that #JoeBiden is out, we re-assess the state of the Democratic field. #HillaryClinton #BernieSanders https://t.co/F…',undefined
'RT @sunnyherring1: Again #JoeBiden LastSpeech SLAMS #HillaryClinton Debate=#GOP Are My Enemies\" \"America Cant Stand 4MoreYrs of That Attitu…',undefined
'#HillaryClinton #Hillary2016 #HillaryForPrison2016  https://t.co/sCD4ZcqqMI',undefined
'RT @PrgrsvArchitect: \"#BernieSanders Defeats #DonaldTrump By a Wider Margin Than #HillaryClinton in a General Election\" https://t.co/57Sw83…',undefined
'RT @McCollumMike: Hillary Clinton: Being pro-business doesn’t mean hanging consumers out to dry\nhttps://t.co/iweb5tsP6X #Hillary2016',undefined
'RT @McCollumMike: Before they were against her, they were for her. Hear the @GOP in their own words https://t.co/1Yv1KJXiuS  #Hillary2016',undefined
'What has #Hillary2016 ever accomplished?\n\n@CNNPolitics https://t.co/vvpWtJ2R1g',undefined
'#ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'RT @JesusForBernie: ALWAYS FOLLOW THE MONEY: Hillary oversaw US arms deals to Clinton Foundation donors https://t.co/NDGgoa2GLC\n#FeelTheBer…',undefined
'#JoeBiden can say no to prez run then wait in the \"tall grass\" for #HillaryClinton to pull up indicted or impeached',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/7d9Lz2XzgH',undefined
'Wrong - America is tired of corrupt lying #HillaryClinton and her obstruction of justice #HillaryForPrison2016  https://t.co/4qr5XY28VM',undefined
'RT @ericowensdc: Watch Biden SCHOOL #Hillary2016 on dignity: ‘I Don’t Think We Should Look At Republicans As The Enemy’ https://t.co/wCHuG5…',undefined
'#JoeBiden can say no to prez run then wait in the \"tall grass\" for #HillaryClinton to pull up indicted or impeached',undefined
'#Bernie Will reform campaign finance laws and practices\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/UvOi4U2YTf',undefined
'@SpecialReport #Benghazi #Hillary2016 If you only need to tell the truth, why the need to prep 3 days?',undefined
'Why would blks vote for #hillaryclinton bowl of sugar shit on the spoon theory #blacklivesmatter',undefined
'RT @alexiskweed: Patricia Smith, Mother of Benghazi victim Sean Smith @CNN: I want #HillaryClinton to own up. Just tell me what happened to…',undefined
'RT @PrgrsvArchitect: \"#BernieSanders Defeats #DonaldTrump By a Wider Margin Than #HillaryClinton in a General Election\" https://t.co/57Sw83…',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'RT @Shaughn_A: No matter what #JoeBiden announces, I think #HillaryClinton still just 💩 a giant brick. https://t.co/irpZLioahr',undefined
'Find out why #DonaldTrump &amp; #HillaryClinton are dancing in my living room?  https://t.co/zOGF60svZr #comedy #youtube https://t.co/Ua8mb7M8pL',undefined
'RT @Lee_in_Iowa: #Benghazi Thinking, we need investigation into GOP House refusing Embassy security $$$. #ImWithHer https://t.co/QFEAlZMp7W',undefined
'RT @NgullenR: #UniteBlue #USLatino #TNTVote #HillaryClinton Praises Joe Biden After He Decides Against Run. https://t.co/X7iliY2vpO',undefined
'RT @laureldavilacpa: Democrats think Hillary Clinton is more trustworthy than Bernie Sanders https://t.co/buQdLRvM4D #ITrustHillary #Hillar…',undefined
'RT @bennydiego: Wasteful Witchhunt.\n\n#BenghaziCommittee #Benghazi #HillaryClinton #tcot #p2 https://t.co/81SfQ119ft',undefined
'RT @NaphiSoc: second poll now shows #HillaryClinton has reclaimed the lead in NH\n&amp; should grow w Biden &amp; Webb out \n#UniteBlue https://t.co/…',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'#ImWithHer #itstime https://t.co/36K8cffWwj',undefined
'RT @laureldavilacpa: Democrats think Hillary Clinton is more trustworthy than Bernie Sanders https://t.co/buQdLRvM4D #ITrustHillary #Hillar…',undefined
'Only 6,000+ follow #BenghaziCommittee. Pretty #pathetic #Hillary2016 #Hillary #hillary #LiberalLogic #headinsand https://t.co/AccJwbZYDE',undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'@NewsmaxTV #DailyWrap Great point Unger, There is no limit on # of Terms for VP. Could #Hillary2016 benefit by picking him as her VP?',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'.@davidbrockdc speaking 2 audience 2nght @UArts. #killingthemessenger #worldaffairs #campaignseason #hillaryclinton https://t.co/5ftQl46IOv',undefined
'Morning Plum: Good luck, Paul Ryan. You’re gonna need it. #Obama #HillaryClinton  https://t.co/MHSkUBYX8P https://t.co/aU59Jzju5s',undefined
'#MyGovHillary #HillaryClinton to want Strong Families #USA in #Colorado Timnath - https://t.co/lbNENmSoeC https://t.co/wvtBFnJdMs',undefined
'RT @NaphiSoc: time to criminally indict Draco Malfoy for interfering with evidence\n#ImWithHer \n#UniteBlue https://t.co/ITtaYuZYDl',undefined
'Yes, we have no enemies. #Hillary2016 \n\nExcept for everyone who reads this, from @TPCarney. https://t.co/kABYTiBKfb',undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'Time Constantine proposes 17 sets of questions #Congress should ask #HillaryClinton https://t.co/N5Uf8TbYQF #Benghazi',undefined
'RT @damonbethea1: #AmbWendySherman in her own words. #ImWithHer https://t.co/odrmMzDO3k',undefined
'RT @damonbethea1: #AmbWendySherman in her own words. #ImWithHer https://t.co/zwFUHKCG68',undefined
'RT @NaphiSoc: The majority of Dems support our next nominee and POTUS, #HillaryClinton\n&amp; I am proud to say #ImWithHer \n#UniteBlue https://t…',undefined
'“Maximizing surplus value for the 1\% (who work hard) is my core value�? #hillary2016',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/FjXCqx2iTO',undefined
'RT @WashTimes: Time Constantine proposes 17 sets of questions #Congress should ask #HillaryClinton https://t.co/N5Uf8TbYQF #Benghazi',undefined
'Hillary’s Loops https://t.co/AZUDf60Wyz\n#Hillary2016',undefined
'RT @damonbethea1: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.…',undefined
'#Hillary2016 #LifeSurvivalSecrets https://t.co/feLyIzYrBX',undefined
'@HillaryClinton Politicians have short memories. \n\n#Hillary2016',undefined
'Time Constantine proposes 17 sets of questions #Congress should ask #HillaryClinton https://t.co/XkbZQrTu1C … #Benghazi',undefined
'#ImWithHer #Hillary2016 Del Gov. Merkell endorses Hillary. https://t.co/up5UtbwHU4',undefined
'RT @CareyOrcutt: #ImWithHer #itstime https://t.co/36K8cffWwj',undefined
'#Benghazi comm. is legit.  #hillaryclinton is not legit. She will make light of the comm. #Killed4Americans\n#TCOT #CCOT #GOP #PJNET',undefined
'@kurteichenwald @bannerite #ImWithHer',undefined
'RT @kimfrederi: #ImWithHer #Hillary2016 #DemDebate  I stand with Hillary bc she stands with me.  #itrusthillary http://t.co/hzokNmL0Tg',undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'RT @NaphiSoc: Amen\n#ImWithHer\n#UniteBlue\n#Hillary2016  https://t.co/7kfwOjKpAh',undefined
'AHIP fires back at #HillaryClinton, says insurance consolidation not a real problem https://t.co/JZAJouNwwy https://t.co/VmVQzBU2gI',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'For those who say #Benghazi #BenghaziCommittee is not partisan. #Hillary2016 #HillaryClinton https://t.co/6vUDBqBeTY',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/jHdTJyoGVf',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'RT @CareyOrcutt: #ImWithHer #itstime https://t.co/36K8cffWwj',undefined
#ImWithHer,undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'#JoeBiden says no to presidential bid, puts #HillaryClinton firmly on path to #WhiteHouse\n https://t.co/Q4JgQR9Mtv https://t.co/lpFBX1DlHV',undefined
'#Hillary2016 #UniteBlue #Benghazi  https://t.co/spfn83tR1S',undefined
'#Hillary2016 #UniteBlue #Benghazi  https://t.co/jFQGsMkgDH',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'#Democrats 2016 #HillaryClinton #vote #vote #vote Saturday October 24 2015 �?�?',undefined
'RT @NgullenR: #UniteBlue #USLatino #TNTVote #HillaryClinton Praises Joe Biden After He Decides Against Run. https://t.co/X7iliY2vpO',undefined
'RT @laureldavilacpa: #Hillary2016 #UniteBlue #Benghazi  https://t.co/jFQGsMkgDH',undefined
'RT @CareyOrcutt: #ImWithHer #fearless https://t.co/GyLhSaOSzn',undefined
'Not only r republicans the enemy of #HillaryClinton, they r enemies of our our democracy. #UniteBlue',undefined
'RT @JesusForBernie: Bernie Sanders Defeats Trump By a Wider Margin Than Clinton in a General Election https://t.co/N4kq6RWoTC\n#FeelTheBern …',undefined
'Time Constantine proposes 17 sets of questions #Congress should ask #HillaryClinton https://t.co/Zn15G2LXkC #Benghazi …',undefined
'#Liberals #UniteBlue #feminism #racism #Hillary2016 #Bernie2016 #GeorgeBush #BlackLivesMatter #Millennials https://t.co/jNjGI4zv0v',undefined
'I think I just heard #HillaryClinton take a HUGE sigh of relief...#JoeBiden #Hillary2016',undefined
'RT @NgullenR: #UniteBlue #USLatino #TNTVote #HillaryClinton Praises Joe Biden After He Decides Against Run. https://t.co/X7iliY2vpO',undefined
'The real Benghazi scandal. #Hillary2016 #Hillary16 #JoeBiden Joe Biden Hillary Clinton Benghazi https://t.co/HFOVUdLanF',undefined
'RT @CareyOrcutt: #ImWithHer #itstime https://t.co/36K8cffWwj',undefined
'RT @NgullenR: #UniteBlue #USLatino #TNTVote #HillaryClinton Praises Joe Biden After He Decides Against Run. https://t.co/X7iliY2vpO',undefined
'RT @laureldavilacpa: #Hillary2016 #UniteBlue #Benghazi  https://t.co/jFQGsMkgDH',undefined
'RT @JSavoly: Explosive New Report On Benghazi Chairman Gowdy’s Links To Stop Hillary PAC #UnitedBlue #MorningJoe #Hillary2016 https://t.co/…',undefined
